img url,img path,duration (day),price ($),size,color,background,like,artist rate,completed
https://d9jhi50qo719s.cloudfront.net/v4i/samples/11wm_800.png,anime/img-33.png,5,5,chibi,1,0,4,5,4
https://d9jhi50qo719s.cloudfront.net/t83/samples/1hhy_800.jpg,anime/img-34.jpg,4,5,,0,0,5,5,6
https://d9jhi50qo719s.cloudfront.net/166i/samples/1r2r_800.jpg,anime/img-35.jpg,1,5,chibi,1,1,6,5,52
https://d9jhi50qo719s.cloudfront.net/1a53/samples/1rds_800.png,anime/img-36.png,7,5,"half body, full body, bust up",1,0,4,5,6
https://d9jhi50qo719s.cloudfront.net/1gvf/samples/1scs_800.jpg,anime/img-37.jpg,4,5,bust up,1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/s48/samples/x5t_800.jpg,anime/img-38.jpg,24 hour,5,full body,1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/129u/samples/1bnj_800.png,anime/img-39.png,2,5,"chibi, full body, bust up",1,0,0,5,5
https://d9jhi50qo719s.cloudfront.net/13jp/samples/1aix_800.jpg,anime/img-40.jpg,5,5,"chibi, full body",1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/fj0/samples/mih_800.png,anime/img-41.png,1,5,bust up,0,0,1,5,12
https://d9jhi50qo719s.cloudfront.net/1for/samples/1qde_800.jpg,anime/img-42.jpg,2,5,,0,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/1f8g/samples/1ser_800.png,anime/img-43.png,2,5,bust up,1,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/lqj/samples/wr2_800.jpg,anime/img-44.jpg,1 week,5,bust up,1,1,0,5,1
https://d9jhi50qo719s.cloudfront.net/ix9/samples/nuv_800.jpg,anime/img-45.jpg,1-3 d,5,,1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/idp/samples/n5g_800.png,anime/img-46.png,5 Days to 1 Week,5,bust up,1,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/f3e/samples/ji1_800.png,anime/img-47.png,1-3 week,5,full body,1,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/afx/samples/ebu_800.JPG,anime/img-48.JPG,1-3 d,5,,1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/5h1/samples/7gn_800.png,anime/img-49.png,1-2 week,5,bust up,1,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/5hy/samples/7ga_800.png,anime/img-50.png,1-2 d,5,bust up,1,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/4wj/samples/6nu_800.jpg,anime/img-51.jpg,2 week,5,,1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/3xd/samples/669_800.img002,anime/img-52.img002,1-5 d,5,,1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/16xp/samples/1eqg_800.jpeg,anime/img-53.jpeg,7,5,"half body, full body, bust up",1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/18a1/samples/1gn9_800.jpg,anime/img-54.jpg,1,5,,0,0,0,5,1
https://d9jhi50qo719s.cloudfront.net/13b0/samples/1b0h_800.jpg,anime/img-55.jpg,3,5,bust up,0,0,0,5,15
https://d9jhi50qo719s.cloudfront.net/19u7/samples/1jfi_800.png,anime/img-56.png,5,5,full body,1,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/136c/samples/1lim_800.jpg,anime/img-57.jpg,4,5,,0,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/18yh/samples/1hw1_800.jpg,anime/img-58.jpg,2,5,,1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/17ux/samples/1seu_800.png,anime/img-59.png,3,5,half body,1,0,0,5,1
https://d9jhi50qo719s.cloudfront.net/17ux/samples/1se9_800.jpg,anime/img-60.jpg,3,5,full body,0,0,0,5,1
https://d9jhi50qo719s.cloudfront.net/1frd/samples/1sqe_800.png,anime/img-61.png,5,5,"full body, bust up",1,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/k7j/samples/1sse_800.jpg,anime/img-62.jpg,5,5,bust up,1,1,0,5,4
https://d9jhi50qo719s.cloudfront.net/1el3/samples/1qvv_800.jpeg,anime/img-63.jpeg,5,5,"full body, bust up",1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/tit/samples/141c_800.jpg,anime/img-64.jpg,6,5,"half body, full body, bust up",1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/qb1/samples/yyg_800.png,anime/img-65.png,5,5,bust up,1,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/jmn/samples/ot9_800.jpg,anime/img-66.jpg,2/3 d,5,,1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/h0w/samples/lnj_800.jpg,anime/img-67.jpg,1 week,5,full body,0,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/cyi/samples/hgj_800.JPG,anime/img-68.JPG,2 d,5,,1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/19jc/samples/1iro_800.jpg,anime/img-69.jpg,7,5,full body,1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/1bku/samples/1m86_800.jpeg,anime/img-70.jpeg,2,5,,1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/ooo/samples/ubd_800.png,anime/img-71.png,1,5,bust up,1,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/1fox/samples/1qak_800.jpg,anime/img-72.jpg,2,5,bust up,0,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/ivv/samples/1smo_800.png,anime/img-73.png,7,5,bust up,1,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/v3d/samples/16i1_800.png,anime/img-74.png,3,5,"half body, full body, bust up",1,0,0,5,2
https://d9jhi50qo719s.cloudfront.net/ww0/samples/1409_800.png,anime/img-75.png,7,5,bust up,1,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/bpe/samples/yx8_800.png,anime/img-76.png,1,5,half body,0,0,0,5,3
https://d9jhi50qo719s.cloudfront.net/s5e/samples/x78_800.png,anime/img-77.png,1 week,5,,1,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/b6s/samples/hmf_800.jpg,anime/img-78.jpg,3 d,5,,0,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/blv/samples/fs4_800.png,anime/img-79.png,3-5 d,5,"full body, bust up",1,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/18jw/samples/1j44_800.jpg,anime/img-80.jpg,5,5,bust up,1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/19oi/samples/1jn4_800.png,anime/img-81.png,2,5,bust up,0,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/6tw/samples/1nqx_800.png,anime/img-82.png,1,5,,1,0,0,5,3
https://d9jhi50qo719s.cloudfront.net/13wn/samples/1omy_800.jpg,anime/img-83.jpg,5,5,"half body, full body, bust up",1,1,0,5,3
https://d9jhi50qo719s.cloudfront.net/1h6a/samples/1snr_800.png,anime/img-84.png,5,5,,1,0,0,5,2
https://d9jhi50qo719s.cloudfront.net/1fw1/samples/1sut_800.png,anime/img-85.png,5,5,"chibi, bust up",1,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/tit/samples/141d_800.jpg,anime/img-86.jpg,6,5,"half body, full body, bust up",1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/tit/samples/141b_800.jpg,anime/img-87.jpg,6,5,"half body, full body, bust up",1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/t8h/samples/12ua_800.png,anime/img-88.png,2,5,"chibi, bust up",1,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/tit/samples/10ab_800.jpg,anime/img-89.jpg,7,5,"half body, full body",1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/qoa/samples/vf7_800.jpg,anime/img-90.jpg,2-3 d,5,,1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/ili/samples/nrk_800.png,anime/img-91.png,1 week,5,half body,1,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/94e/samples/cgf_800.png,anime/img-92.png,3 d,5,"chibi, full body",1,0,0,5,1
https://d9jhi50qo719s.cloudfront.net/6q8/samples/927_800.jpg,anime/img-93.jpg,2 d,5,bust up,0,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/6dw/samples/8k3_800.jpg,anime/img-94.jpg,1-2 d,5,"full body, bust up",0,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/pco/samples/17e0_800.png,anime/img-95.png,10,5,"half body, full body, bust up",1,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/st8/samples/10a4_800.jpg,anime/img-96.jpg,3,5,bust up,0,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/118c/samples/17sc_800.jpg,anime/img-97.jpg,5,5,chibi,1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/12th/samples/1a44_800.jpg,anime/img-98.jpg,2,5,full body,1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/136c/samples/1a5m_800.jpg,anime/img-99.jpg,6,5,bust up,1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/136c/samples/1bhu_800.jpg,anime/img-100.jpg,5,5,,1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/mde/samples/1bns_800.png,anime/img-101.png,3,5,full body,1,0,0,5,6
https://d9jhi50qo719s.cloudfront.net/ew6/samples/1b6t_800.jpg,anime/img-102.jpg,4,5,half body,1,1,1,5,30
https://d9jhi50qo719s.cloudfront.net/nw5/samples/1cca_800.jpg,anime/img-103.jpg,1,5,,1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/15ti/samples/1dhu_800.jpeg,anime/img-104.jpeg,1,5,chibi,0,0,0,5,11
https://d9jhi50qo719s.cloudfront.net/196t/samples/1i4v_800.jpg,anime/img-105.jpg,3,5,"half body, full body",0,0,0,5,1
https://d9jhi50qo719s.cloudfront.net/19k0/samples/1irk_800.png,anime/img-106.png,2,5,bust up,1,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/19u4/samples/1jfj_800.jpg,anime/img-107.jpg,4,5,chibi,1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/13ny/samples/1amd_800.jpg,anime/img-108.jpg,7,5,"half body, full body, bust up",1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/ooo/samples/ube_800.png,anime/img-109.png,1,5,half body,1,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/1eba/samples/1o95_800.png,anime/img-110.png,2,5,bust up,1,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/17nu/samples/1fr5_800.jpg,anime/img-111.jpg,3,5,bust up,1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/hjq/samples/1p5q_800.jpg,anime/img-112.jpg,3,5,bust up,1,1,0,5,3
https://d9jhi50qo719s.cloudfront.net/16s5/samples/1pbs_800.png,anime/img-113.png,3,5,"half body, full body, bust up",0,0,0,5,34
https://d9jhi50qo719s.cloudfront.net/1fnw/samples/1qfp_800.jpg,anime/img-114.jpg,6,5,,1,1,0,5,1
https://d9jhi50qo719s.cloudfront.net/18qn/samples/1rp3_800.jpg,anime/img-115.jpg,2,5,bust up,1,1,0,5,10
https://d9jhi50qo719s.cloudfront.net/1e9c/samples/1ocn_800.png,anime/img-116.png,3,5,bust up,1,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/ivv/samples/1sp8_800.png,anime/img-117.png,7,5,full body,1,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/ivv/samples/1ssp_800.png,anime/img-118.png,7,5,full body,1,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/qy1/samples/1ovr_800.png,anime/img-119.png,5,5,bust up,1,0,0,5,1
https://d9jhi50qo719s.cloudfront.net/es9/samples/j78_800.png,anime/img-120.png,2 d,5,,0,0,1,5,1
https://d9jhi50qo719s.cloudfront.net/4ta/samples/6ir_800.png,anime/img-121.png,1,5,,0,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/3vp/samples/5yg_800.png,anime/img-122.png,1 month,5,chibi,1,0,0,5,2
https://d9jhi50qo719s.cloudfront.net/3u0/samples/5a1_800.jpg,anime/img-123.jpg,5,5,"chibi, full body",1,1,2,5,4
https://d9jhi50qo719s.cloudfront.net/3o1/samples/53u_800.jpg,anime/img-124.jpg,1 half d,5,,0,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/kcp/samples/prn_800.png,anime/img-125.png,2 d,5,chibi,1,0,1,5,2
https://d9jhi50qo719s.cloudfront.net/hly/samples/18e1_800.jpg,anime/img-126.jpg,3,5,"half body, full body, bust up",1,1,2,5,3
https://d9jhi50qo719s.cloudfront.net/15ti/samples/1d6a_800.jpeg,anime/img-127.jpeg,1,5,,0,0,5,5,11
https://d9jhi50qo719s.cloudfront.net/1bxl/samples/1p93_800.JPG,anime/img-128.JPG,1,5,,0,0,4,5,44
https://d9jhi50qo719s.cloudfront.net/1f5n/samples/1pmb_800.jpg,anime/img-129.jpg,5,5,"chibi, full body",1,1,2,5,3
https://d9jhi50qo719s.cloudfront.net/18st/samples/1n3i_800.png,anime/img-130.png,5,5,"chibi, full body",1,0,1,5,1
https://d9jhi50qo719s.cloudfront.net/v3d/samples/11wc_800.png,anime/img-131.png,5,5,half body,1,0,2,5,2
https://d9jhi50qo719s.cloudfront.net/15jv/samples/1cue_800.jpg,anime/img-132.jpg,3,5,bust up,1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/16yi/samples/1eov_800.png,anime/img-133.png,2,5,,1,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/utx/samples/11jv_800.jpg,anime/img-134.jpg,3,5,bust up,0,0,1,5,2
https://d9jhi50qo719s.cloudfront.net/1a53/samples/1k8e_800.jpg,anime/img-135.jpg,7,5,"half body, full body, bust up",1,1,2,5,6
https://d9jhi50qo719s.cloudfront.net/w3m/samples/1309_800.png,anime/img-136.png,7,5,"full body, bust up",1,0,5,5,167
https://d9jhi50qo719s.cloudfront.net/19ve/samples/1s1j_800.png,anime/img-137.png,2,5,,1,0,0,5,1
https://d9jhi50qo719s.cloudfront.net/11be/samples/1mbq_800.png,anime/img-138.png,2,5,,1,0,2,5,27
https://d9jhi50qo719s.cloudfront.net/r08/samples/vpi_800.png,anime/img-139.png,2,5,"chibi, full body",1,0,4,5,4
https://d9jhi50qo719s.cloudfront.net/jj6/samples/oq1_800.png,anime/img-140.png,2 week,5,chibi,1,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/9x3/samples/dmf_800.png,anime/img-141.png,3 d,5,,0,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/6ld/samples/b15_800.png,anime/img-142.png,2 d,5,chibi,1,0,1,5,16
https://d9jhi50qo719s.cloudfront.net/7m9/samples/aar_800.jpg,anime/img-143.jpg,1-2 d,5,"chibi, full body",1,1,5,5,5
https://d9jhi50qo719s.cloudfront.net/3vp/samples/5yh_800.png,anime/img-144.png,1 month,5,"chibi, bust up",1,0,1,5,2
https://d9jhi50qo719s.cloudfront.net/xnx/samples/16dm_800.png,anime/img-145.png,7,5,"full body, bust up",1,0,1,5,1
https://d9jhi50qo719s.cloudfront.net/18xa/samples/1hv3_800.png,anime/img-146.png,1,5,chibi,1,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/1fnq/samples/1q8c_800.png,anime/img-147.png,5,5,bust up,0,0,1,5,2
https://d9jhi50qo719s.cloudfront.net/k4s/samples/1njc_800.jpg,anime/img-148.jpg,1,5,chibi,1,1,2,5,25
https://d9jhi50qo719s.cloudfront.net/cfi/samples/yoj_800.PNG,anime/img-149.PNG,8,5,chibi,1,1,8,5,153
https://d9jhi50qo719s.cloudfront.net/iik/samples/11fy_800.jpg,anime/img-150.jpg,3-Feb,5,chibi,1,1,1,5,10
https://d9jhi50qo719s.cloudfront.net/nii/samples/t5q_800.png,anime/img-151.png,2-3 d,5,"half body, full body, bust up",1,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/gf7/samples/kyy_800.png,anime/img-152.png,4 d,5,,1,0,1,5,13
https://d9jhi50qo719s.cloudfront.net/ev1/samples/kkh_800.jpg,anime/img-153.jpg,1-3 d,5,"full body, bust up",1,1,4,5,5
https://d9jhi50qo719s.cloudfront.net/r0p/samples/19um_800.jpg,anime/img-154.jpg,8,5,full body,1,1,2,5,18
https://d9jhi50qo719s.cloudfront.net/15y9/samples/1dbw_800.jpg,anime/img-155.jpg,5,5,,1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/jr5/samples/1isg_800.png,anime/img-156.png,3,5,full body,1,0,3,5,45
https://d9jhi50qo719s.cloudfront.net/rqj/samples/x38_800.jpg,anime/img-157.jpg,7,5,"full body, bust up",1,1,2,5,2
https://d9jhi50qo719s.cloudfront.net/1agg/samples/1kgj_800.jpg,anime/img-158.jpg,5,5,"half body, full body, bust up",1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/1e8f/samples/1obx_800.jpg,anime/img-162.jpg,2,5,chibi,1,1,3,5,11
https://d9jhi50qo719s.cloudfront.net/1eky/samples/1ol5_800.png,anime/img-163.png,3,5,,1,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/xy4/samples/15b8_800.jpg,anime/img-164.jpg,1,5,"half body, full body, bust up",1,1,3,5,3
https://d9jhi50qo719s.cloudfront.net/dgg/samples/1jlk_800.jpg,anime/img-165.jpg,2,5,chibi,1,1,1,5,2
https://d9jhi50qo719s.cloudfront.net/1eqq/samples/1p6y_800.jpg,anime/img-166.jpg,7,5,"chibi, bust up",1,1,2,5,25
https://d9jhi50qo719s.cloudfront.net/3hs/samples/1l5n_800.jpg,anime/img-167.jpg,1,5,,1,1,5,5,54
https://d9jhi50qo719s.cloudfront.net/1076/samples/16lx_800.gif,anime/img-168.gif,6,5,chibi,0,0,1,5,1
https://d9jhi50qo719s.cloudfront.net/1ey9/samples/1sby_800.png,anime/img-169.png,5,5,"full body, bust up",1,0,3,5,41
https://d9jhi50qo719s.cloudfront.net/tit/samples/11ey_800.jpg,anime/img-170.jpg,5,5,"half body, full body, bust up",1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/1gar/samples/1ral_800.PNG,anime/img-171.PNG,2,5,"full body, bust up",1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/txa/samples/1sus_800.jpg,anime/img-172.jpg,3,5,"half body, full body, bust up",1,1,0,5,4
https://d9jhi50qo719s.cloudfront.net/wjp/samples/14c9_800.jpeg,anime/img-173.jpeg,1,5,bust up,0,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/wfq/samples/13dj_800.png,anime/img-174.png,7,5,chibi,1,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/nu0/samples/10mg_800.png,anime/img-175.png,3,5,full body,1,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/nt0/samples/x0l_800.png,anime/img-176.png,1,5,,1,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/mbt/samples/v4t_800.png,anime/img-177.png,2 d,5,chibi,0,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/kdh/samples/pt2_800.JPG,anime/img-178.JPG,3 d,5,bust up,1,1,1,5,7
https://d9jhi50qo719s.cloudfront.net/2r5/samples/nap_800.png,anime/img-179.png,3-5 d,5,"chibi, bust up",1,0,0,0,7
https://d9jhi50qo719s.cloudfront.net/6uh/samples/98d_800.jpg,anime/img-180.jpg,1-2 days max,5,bust up,1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/5po/samples/7po_800.jpeg,anime/img-181.jpeg,5,5,full body,1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/2us/samples/6km_800.jpg,anime/img-182.jpg,1-2 week,5,bust up,1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/26s/samples/2vi_800.jpg,anime/img-183.jpg,1 day - 1 week,5,full body,1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/23s/samples/2ri_800.jpeg,anime/img-184.jpeg,1-3 d,5,"chibi, full body",1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/1d8/samples/1mx_800.jpg,anime/img-185.jpg,1 Day - varie,5,chibi,0,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/jn0/samples/yuq_800.png,anime/img-186.png,1,5,,1,0,0,5,19
https://d9jhi50qo719s.cloudfront.net/hp7/samples/ngj_800.jpg,anime/img-187.jpg,6,5,full body,1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/17hk/samples/1fej_800.jpg,anime/img-188.jpg,1,5,bust up,0,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/18o4/samples/1h8k_800.png,anime/img-189.png,3,5,"chibi, full body",1,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/18yh/samples/1hw7_800.jpg,anime/img-190.jpg,2,5,bust up,1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/16fx/samples/1ix1_800.png,anime/img-191.png,3,5,,1,0,1,5,1
https://d9jhi50qo719s.cloudfront.net/jui/samples/phl_800.jpg,anime/img-192.jpg,3,5,chibi,1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/1bop/samples/1mru_800.jpg,anime/img-193.jpg,4,5,,1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/12o2/samples/1t6r_800.png,anime/img-194.png,4,5,"chibi, full body",1,0,0,5,2
https://d9jhi50qo719s.cloudfront.net/tit/samples/12ed_800.jpg,anime/img-195.jpg,6,5,"half body, full body, bust up",1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/17pf/samples/1g6n_800.jpg,anime/img-196.jpg,1,5,full body,1,1,0,5,3
https://d9jhi50qo719s.cloudfront.net/yk9/samples/1kv8_800.jpg,anime/img-197.jpg,2,5,,1,1,0,5,2
https://d9jhi50qo719s.cloudfront.net/rdx/samples/w9d_800.InstaSave,anime/img-198.InstaSave,1 week,5,,0,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/oki/samples/ty2_800.jpg,anime/img-199.jpg,2 week,5,bust up,1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/mcx/samples/si2_800.jpg,anime/img-200.jpg,3-Feb,5,bust up,1,1,0,0,2
https://d9jhi50qo719s.cloudfront.net/kjn/samples/qe9_800.jpg,anime/img-201.jpg,1 d,5,,1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/j9l/samples/oc0_800.png,anime/img-202.png,3 d,5,full body,1,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/ci3/samples/gvo_800.jpg,anime/img-203.jpg,"2-3 weeks, depending on the art's complexit",5,"full body, bust up",1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/a4a/samples/dvs_800.PNG,anime/img-204.PNG,1-7 days per character,5,,1,1,0,0,0
https://d9jhi50qo719s.cloudfront.net/87e/samples/b57_800.png,anime/img-205.png,Around a week,5,bust up,1,0,1,0,2
https://d9jhi50qo719s.cloudfront.net/7h6/samples/a2y_800.png,anime/img-206.png,2-3 d,5,bust up,0,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/5ph/samples/7pl_800.jpg,anime/img-207.jpg,12 hours to 1 d,5,chibi,1,1,1,5,1
https://d9jhi50qo719s.cloudfront.net/37k/samples/4i8_800.png,anime/img-208.png,3-5 d,5,full body,1,0,0,0,0
https://d9jhi50qo719s.cloudfront.net/1j3/samples/1vk_800.png,anime/img-209.png,3 d,5,,1,0,0,0,0
